SPECIES_PK,LL_SPECIES,GENUS,SPECIES,SCIENTIFIC_NAME,COMMON_NAME,LOCAL_NAME,FAMILY,ABBREVIATION,FUS_CODE,FACTOR_A,FACTOR_B,NUM_SAMPLES,MAX_LEN,MIN_LEN,MAX_PRLB_IMPORT,MIN_PRLB_IMPORT,MAX_PRLB_DOMESTIC,MIN_PRLB_DOMESTIC,MAX_LB_FISH,MIN_LB_FISH,AVG_LB_FISH,MAX_CAUGHT_1000HOOKS,ENTRY_NAME,REMARKS,SYS_CREATE_TIME,SYS_MODIFY_TIME,LOAD_TABLE,LOAD_DATETIME,LOAD_USER
326,0,Acanthurus,"Brown surgeonfish",nigrofuscus,"Brown surgeonfish","Poge, Pone",Acanthuridae,NULL,4265,18.392,3.198,0,0.00,0.00,2.50,1.00,0.00,0.00,0.00,0.00,0.00,0.00,"Surgeonfish, Brown",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
327,0,Naso,"Naso tangs",spp.,"Naso tangs",Ume,Acanthuridae,NULL,4265,16.446,2.762,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Tangs, Naso",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
328,0,Acanthurus,"Achilles tang",achilles,"Achilles tang",Kolama,Acanthuridae,NULL,4265,18.392,3.198,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Tang, Achilles",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
329,0,Acanthurus,"Ringtail surgeonfish",blochii,"Ringtail surgeonfish",NULL,Acanthuridae,NULL,4265,17.695,3.028,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Surgeonfish, Ringtail",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
330,0,Naso,Unicornfishes,spp.,Unicornfishes,Ume,Acanthuridae,NULL,4265,16.446,2.762,0,0.00,0.00,3.00,1.00,3.05,0.80,6.98,0.32,1.44,0.00,Unicornfishes,NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
331,0,Naso,"Whitemargin unicornfish",annulatus,"Whitemargin unicornfish",NULL,Acanthuridae,NULL,4265,17.712,2.981,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Unicornfish, Whitemargin",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
332,0,Naso,"Orangespine unicornfish",lituratus,"Orangespine unicornfish","Umelei, Iliilia",Acanthuridae,NULL,4265,17.943,3.066,0,0.00,0.00,0.00,0.00,2.54,0.91,8.20,0.00,0.53,0.00,"Unicornfish, Orangespine",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
333,0,Naso,"Humpback unicornfish",brachycentron,"Humpback unicornfish",NULL,Acanthuridae,NULL,4265,17.712,2.981,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Unicornfish, Humpback",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
334,0,Naso,"Spotted unicornfish",brevirostris,"Spotted unicornfish","Ume ulutao",Acanthuridae,NULL,4265,14.062,2.291,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Unicornfish, Spotted",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
335,0,Naso,"Gray unicornfish",caesius,"Gray unicornfish",NULL,Acanthuridae,NULL,4265,18.190,3.029,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Unicornfish, Gray",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
336,0,Naso,"Black tongue unicornfish",hexacanthius,"Black tongue unicornfish",NULL,Acanthuridae,NULL,4265,18.190,3.029,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Unicornfish, Black Tongue",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
337,0,Naso,"Barred unicornfish",thynnoides,"Barred unicornfish",NULL,Acanthuridae,NULL,4265,12.580,2.000,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Unicornfish, Barred",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
338,0,Naso,"Humpnose unicornish",tuberosus,"Humpnose unicornish",NULL,Acanthuridae,NULL,4265,17.191,2.870,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Unicornfish, Humpnose",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
339,0,Naso,"Bluespine unicornfish",unicornis,"Bluespine unicornfish","Ume isu",Acanthuridae,NULL,4265,17.186,2.904,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Unicornfish, Bluespine",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
340,0,Sargocentron,Squirrelfishes,spp.,Squirrelfishes,Malau,Holocentridae,NULL,4120,16.446,2.777,0,0.00,0.00,0.00,0.00,3.05,1.04,3.42,0.00,0.50,0.00,Squirrelfishes,NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
341,0,Sargocentron,"Saber squirrelfish",spiniferum,"Saber squirrelfish",Tamalau,Holocentridae,NULL,4120,17.686,3.005,0,0.00,0.00,0.00,0.00,0.00,0.00,1.78,0.08,0.39,0.00,"Squirrelfish, Saber",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
342,0,Myripristis,"Bronze soldierfish",adustus,"Bronze soldierfish","Malau tui",Holocentridae,NULL,4120,16.511,2.804,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Soldierfish, Bronze",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
343,0,Myripristis,"Pearly soldierfish",kuntee,"Pearly soldierfish","Malau puu",Holocentridae,NULL,4120,16.511,2.804,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Soldierfish, Pearly",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
344,0,Myripristis,"Scarlet soldierfish",pralinius,"Scarlet soldierfish","Malau mano",Holocentridae,NULL,4120,16.511,2.804,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Soldierfish, Scarlet",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
345,0,Myripristis,"Bigscale soldierfish",berndti,"Bigscale soldierfish","Malau ugatele",Holocentridae,NULL,4120,16.511,2.804,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Soldierfish, Bigscale",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
346,0,Myripristis,"Violet soldierfish",violaceus,"Violet soldierfish","Malau tuauli",Holocentridae,NULL,4120,16.511,2.804,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Soldierfish, Violet",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
347,0,Neoniphon,"Yellowstriped squirrelfish",aurolineatus,"Yellowstriped squirrelfish","Malau vaa",Holocentridae,NULL,4120,17.040,2.836,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Squirrelfish, Yellowstriped",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
348,0,Neoniphon,"Blackfin squirrelfish",opercularis,"Blackfin squirrelfish","Malau loa",Holocentridae,NULL,4120,17.067,2.845,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Squirrelfish, blackfin",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
349,0,Priacanthus,"Bigeye squirrelfish",spp.,"Bigeye squirrelfish","Matapula (Squirrelfish)",Priacanthidae,NULL,4120,16.446,2.777,0,0.00,0.00,0.00,0.00,2.85,1.02,2.81,0.07,0.44,0.00,"Squirrelfish, Bigeye",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
350,0,Scarus,Parrotfishes,spp.,Parrotfishes,"Fuga, Fuga usi, Laea",Scaridae,NULL,2520,17.558,2.965,0,0.00,0.00,0.00,0.00,29.00,1.10,8.75,0.00,1.91,0.00,Parrotfishes,NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
351,0,Neoniphon,"Sammara squirrelfish",sammara,"Sammara squirrelfish","Malau peapea",Holocentridae,NULL,4120,17.067,2.845,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Squirrelfish, Sammara",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
352,0,Sargocentron,"Tailspot squirrelfish",caudimaculatum,"Tailspot squirrelfish","Malau Iusima",Holocentridae,NULL,4120,17.786,3.028,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Squirrelfish, Tailspot",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
353,0,Sargocentron,"Crown squirrelfish",diadema,"Crown squirrelfish","Malau talapu'u",Holocentridae,NULL,4120,17.509,2.970,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Squirrelfish, Crown",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
354,0,Sargocentron,"Peppered squirrelfish",punctatissimum,"Peppered squirrelfish","Malau faimumu",Holocentridae,NULL,4120,17.509,2.970,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Squirrelfish, Peppered",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
355,0,Terapon,"Terapon perch",jarbua,"Terapon perch",Avaava,Teraponidae,NULL,5261,17.385,2.956,0,0.00,0.00,0.00,0.00,2.83,1.01,2.73,0.49,1.16,0.00,"Perch, Terapon",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
356,0,Sargocentron,"Filelined squirrelfish",microstoma,"Filelined squirrelfish","Malau tianiu",Holocentridae,NULL,4120,17.509,2.970,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Squirrelfish, Filelined",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
357,0,Plectorhinchus,Sweetlips,spp.,Sweetlips,"Avaava moana",Haemulidae,NULL,5261,17.879,2.986,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Sweetlips,NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
358,0,Sargocentron,"Violet squirrelfish",violaceum,"Violet squirrelfish","Malau tifa",Holocentridae,NULL,4120,18.195,3.095,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Squirrelfish, Violet",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
359,0,Sargocentron,"Blackspot squirrelfish",melanospilos,"Blackspot squirrelfish",NULL,Holocentridae,NULL,4120,17.509,2.970,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Squirrelfish, Blackspot",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
360,0,Multi-genera,Wrasses,Multi-species,Wrasses,"Sugale, lalafi",Labridae,NULL,5261,18.126,3.027,0,0.00,0.00,0.00,0.00,0.00,0.00,319.52,0.09,5.28,0.00,Wrasses,NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
361,0,Thalassoma,"Christmas wrasse",trilobata,"Christmas wrasse",Pataotao,Labridae,NULL,5261,19.599,3.311,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Wrasse, Christmas",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
363,0,Kuhlia,Flagtails,spp.,Flagtails,NULL,Kuhliidae,NULL,5300,18.735,3.152,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Flagtails,NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
365,0,Multi-genera,Bigeye,Multi-species,Bigeye,NULL,Priacanthidae,NULL,5261,17.820,2.955,0,0.00,0.00,1.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,Bigeye,NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
366,0,Priacanthus,"Paeony bulleye",blochii,"Paeony bulleye","Matapula (Bloch's)",Priacanthidae,NULL,5261,17.820,2.955,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Bulleye, paeony",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
367,0,Heteropriacanthus,Glasseye,cruentatus,Glasseye,"Matapula (Glasseye)",Priacanthidae,NULL,5261,17.820,2.955,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Glasseye,NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
368,0,Malacanthus,Tilefishes,spp.,Tilefishes,Mootai,Malacanthidae,NULL,5261,22.566,3.659,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Tilefishes,NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
369,0,Priacanthus,"Moontail bullseye",hamrur,"Moontail bullseye","Matapula (Bullseye)",Priacanthidae,NULL,5261,17.820,2.955,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Bullseye, Moontail",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
370,0,Mulloidichthys,"Yellow goatfishes (unknwn)",spp.,"Yellow goatfishes (unknwn)","Iasina (Yellow asstd)",Mullidae,NULL,1350,20.887,3.552,0,0.00,0.00,0.00,0.00,2.95,1.01,2.73,0.32,0.94,0.00,"Goatfishes, Yellow (asstd)",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
371,0,Mulloidichthys,"Yellowstripe goatfish",flavolineatus,"Yellowstripe goatfish",Afulu,Mullidae,NULL,1350,20.760,3.528,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Goatfish, Yellowstripe",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
372,0,Mulloidichthys,"Yellowfin goatfish",vanicolensis,"Yellowfin goatfish","Vete (Yellowhin)",Mullidae,NULL,1350,20.760,3.528,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Goatfish, Yellowfin",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
373,0,Parupeneus,"Dash-and-dot goatfish",barberinus,"Dash-and-dot goatfish",Tulausaena,Mullidae,NULL,1350,18.966,3.209,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Goatfish, Dash-and-dot",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
374,0,Parupeneus,"Yellowsaddle goatfish",cyclostomus,"Yellowsaddle goatfish",NULL,Mullidae,NULL,1350,18.966,3.209,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Goatfish, Yellowsaddle",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
375,0,Mulloidichthys,"Pink goatfish",pfluegeri,"Pink goatfish","Moana ula (Pink)",Mullidae,NULL,1350,20.760,3.528,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Goatfish, Pink",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
376,0,Parupeneus,"Redspot goatfish",heptacanthus,"Redspot goatfish","Moana ula (Redspot)",Mullidae,NULL,1350,18.397,3.103,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Goatfish, Redspot",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
377,0,Parupeneus,"Indian goatfish",indicus,"Indian goatfish",Tauleia,Mullidae,NULL,1350,18.811,3.171,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Goatfish, Indian",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
378,0,Parupeneus,"Parupenus insularis",insularis,"Parupenus insularis","Matalau ilamutu",Mullidae,NULL,1350,20.665,3.518,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Goatfish, Parup insularis",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
379,0,Pempheris,Sweepers,spp.,Sweepers,Manifi,Pempherididae,NULL,5261,18.785,3.164,0,0.00,0.00,0.00,0.00,0.00,0.00,19.37,2.01,6.24,0.00,Sweepers,NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
380,0,Multi-species,"Inshore groupers",spp.,"Inshore groupers",NULL,Serranidae,NULL,1410,18.563,3.090,0,0.00,0.00,0.00,0.00,3.05,1.04,10.76,0.14,1.22,0.00,"Groupers, Inshore (asstd)",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
381,0,Parupeneus,"Side spot goatfish",pleurostigma,"Side spot goatfish","Matulau ilamutu",Mullidae,NULL,1350,17.270,2.894,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Goatfish, Side spot",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
382,0,Balistoides,"Clown triggerfish",conspicillum,"Clown triggerfish",NULL,Balistidae,NULL,4560,16.549,2.856,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Triggerfish, Clown",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
383,0,Multi-genera,Triggerfishes,Multi-species,Triggerfishes,Sumu,Balistidae,NULL,4560,17.314,2.969,0,0.00,0.00,0.00,0.00,0.00,0.00,8.49,0.00,1.53,0.00,Triggerfishes,NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
384,0,Balistoides,"Wedged picassofish",rectangulus,"Wedged picassofish","Sumu aloalo",Balistidae,NULL,4560,0.000,0.000,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Picassofish, Wedged",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
385,0,Chaetodon,Butterflyfishes,spp.,Butterflyfishes,Tifitifi,Chaetodontidae,NULL,340,18.212,3.159,0,0.00,0.00,0.00,0.00,0.00,0.00,4.65,0.81,1.94,0.00,"Butterflyfishes (Assorted)",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
386,0,Diodon,Porcupinefish,spp.,Porcupinefish,Tautu,Diodontidae,NULL,2760,16.505,2.848,0,0.00,0.00,0.00,0.00,0.00,0.00,24.37,3.15,8.76,0.00,Porcupinefish,NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
387,0,Balistoides,"Titan triggerfish",viridescens,"Titan triggerfish","Sumu laulau",Balistidae,NULL,4560,16.549,2.856,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Triggerfish, Titan",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
388,0,Zanclus,"Moorish Idol",cornutus,"Moorish Idol","Peapea (Moorish Idol)",Zanclidae,NULL,5261,21.435,3.809,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Idol, Moorish",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
390,0,Multi-genera,"Inshore snappers",Multi-species,"Inshore snappers",Mu,Lutjanidae,NULL,3768,17.386,2.912,0,0.00,0.00,0.00,0.00,0.00,0.00,8.53,0.86,2.70,0.00,"Snappers, Inshore (asstd)",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
392,0,Lutjanus,"Twinspot/red snapper 2",bohar,"Twinspot/red snapper 2","Mumea, Mu (Twinspot Red)",Lutjanidae,NULL,3768,17.796,3.000,0,0.00,0.00,0.00,0.00,3.63,1.30,7.88,1.00,2.80,0.00,"Snapper, Red",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
400,14,Multi-genera,"Pelagic fishes (unknown)",Multi-species,"Pelagic fishes (unknown)",NULL,Multi-family,NULL,0,0.000,0.000,0,0.00,0.00,0.00,0.00,0.00,0.00,126.94,18.21,48.07,2.00,"Pelagic Fishes (Assorted)",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
401,32,Multi-genera,"Billfishes (unknown)",Multi-species,"Billfishes (unknown)",Saula,Multi-family,BIL,2180,0.000,0.000,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Billfishes (unknown)",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
403,2,Tetrapturus,"Striped marlin",audax,"Striped marlin","Saula (Striped Marlin)",Istiophoridae,MLS,2176,29.954,4.411,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,68.80,2.00,"Marlin, Striped",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
404,11,Coryphaena,Mahimahi,hippurus,Mahimahi,Masimasi,Coryphenidae,DOL,1050,16.969,2.751,0,0.00,0.00,2.50,0.85,10.00,0.30,46.85,9.28,22.51,8.40,Mahimahi,NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
405,6,Xiphias,Swordfish,gladius,Swordfish,"Saula malie",Xiphiidae,SWO,4320,20.346,3.297,0,0.00,0.00,2.97,0.90,4.00,0.80,924.79,2.34,127.26,2.00,Swordfish,NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
406,1,Makaira,"Blue marlin",nigricans,"Blue marlin","Saula oso (Blue)",Istiophoridae,BUM,2179,22.104,3.470,0,0.00,0.00,1.36,0.26,2.50,0.35,1100.00,30.72,135.93,2.60,"Marlin, Blue",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
407,3,Makaira,"Black marlin",indica,"Black marlin","Saula oso (Black)",Istiophoridae,BLM,2174,22.104,3.470,0,0.00,0.00,0.00,0.00,0.00,0.00,278.43,35.24,112.55,2.00,"Marlin, Black",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
408,4,Istiophorus,Sailfish,platypterus,Sailfish,"Saula lele",Istiophoridae,SFA,3026,16.779,2.605,0,0.00,0.00,0.00,0.00,2.50,0.75,160.08,26.30,70.91,2.00,Sailfish,NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
409,5,Tetrapturus,Spearfish,angustirostris,Spearfish,"Saula gutu puu",Istiophoridae,SSP,2180,30.498,4.486,0,0.00,0.00,0.00,0.00,0.00,0.00,50.12,42.14,46.00,2.00,Spearfish,NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
410,36,Elagatis,"Rainbow runner",bipinnulatus,"Rainbow runner",Samani,Carangidae,RRU,1814,16.026,2.635,0,0.00,0.00,0.00,0.00,0.00,0.00,16.83,1.52,6.06,0.00,"Rainbow Runner",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
412,13,Acanthocybium,Wahoo,solandri,Wahoo,Paala,Scombridae,WAH,4710,10.570,1.864,0,0.00,0.00,2.00,0.40,7.00,0.35,65.48,6.93,24.59,7.30,Wahoo,NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
450,18,Multi-genera,"Tunas (unknown)",Multi-species,"Tunas (unknown)",Atualo,Scombridae,NULL,4656,0.000,0.000,0,0.00,0.00,3.63,1.30,3.75,0.60,39.28,6.91,17.96,0.00,"Tuna (assorted)",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
452,22,Katsuwonus,"Skipjack tuna",pelamis,"Skipjack tuna","Gaogo, Naono, Naogo, Faolua, Aku,",Scombridae,SKJ,4654,19.428,3.262,0,0.00,0.00,1.60,0.50,60.00,0.35,21.78,2.29,8.37,22.50,"Tuna, Skipjack",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
453,19,Thunnus,"Bluefin tuna",thynnus,"Bluefin tuna",NULL,Scombridae,PBF,4656,0.000,0.000,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,238.00,0.00,"Tuna, Bluefin",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
454,37,Gymnosarda,"Dogtooth tuna",unicolor,"Dogtooth tuna",Tagi,Scombridae,NULL,4656,17.410,2.903,0,0.00,0.00,0.00,0.00,2.51,0.00,33.38,2.98,11.92,0.00,"Tuna, Dogtooth",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
455,15,Thunnus,"Albacore tuna",alalunga,"Albacore tuna",Apakoa,Scombridae,ALB,4651,16.999,2.900,216,0.00,0.00,1.30,0.50,2.55,1.00,61.19,9.51,43.15,100.00,"Tuna, Albacore",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
456,17,Thunnus,"Yellowfin tuna",albacares,"Yellowfin tuna",Asiasi,Scombridae,YFT,4655,16.585,2.810,0,0.00,0.00,1.60,0.00,3.05,0.75,115.00,2.54,24.43,16.30,"Tuna, Yellowfin",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
457,16,Thunnus,"Bigeye tuna",obesus,"Bigeye tuna",NULL,Scombridae,BET,4657,16.585,2.810,0,0.00,0.00,1.60,0.50,2.55,0.30,184.55,19.14,67.57,9.30,"Tuna, Bigeye",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
458,38,Euthynnus,Kawakawa,affinis,Kawakawa,Kavalau,Scombridae,NULL,4569,19.471,3.268,0,0.00,0.00,0.00,0.00,0.00,0.00,5.52,0.82,2.39,0.00,"Tuna, Little",NULL,"2021-09-02 15:06:18",NULL,A_SPEC,"2021-09-02 15:06:18",data_loader
